127.0.0.1 - - [04/Sep/2014:17:17:23 +0300] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:28:43 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:00 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 1992
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/css.css HTTP/1.1" 200 6660
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:32:01 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2015
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/css.css HTTP/1.1" 200 6660
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:44 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2015
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/css.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:34:53 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/css.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:17 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:36 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:35:36 +0300] "GET /Translator/css.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/css.css HTTP/1.1" 200 6676
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:36:13 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/css.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:40:57 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:01 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/css.css HTTP/1.1" 200 6654
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:23 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/css.css HTTP/1.1" 200 6631
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:30 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:38 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:38 +0300] "GET /Translator/css.css HTTP/1.1" 200 6676
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:38 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:38 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:38 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:38 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:39 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:39 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:39 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:41:39 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:34 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2016
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/css.css HTTP/1.1" 200 6692
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:43:35 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 1992
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/css.css HTTP/1.1" 200 6692
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:31 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 1983
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/css.css HTTP/1.1" 200 6692
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:46:56 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2422
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/css.css HTTP/1.1" 200 6692
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:58:56 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2404
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/css.css HTTP/1.1" 200 6692
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:18:59:32 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2404
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/css.css HTTP/1.1" 200 6751
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:01:29 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2404
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/css.css HTTP/1.1" 200 6751
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:05 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2404
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/css.css HTTP/1.1" 200 6751
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:25 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2404
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/css.css HTTP/1.1" 200 6766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:02:57 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2404
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/css.css HTTP/1.1" 200 6771
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:03:03 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2432
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/css.css HTTP/1.1" 200 6771
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/js.js HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/images/enject_small.png HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/images/logo_264x7.png HTTP/1.1" 200 16145
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/bootstrap.css HTTP/1.1" 200 132546
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/jquery-1.11.1.js HTTP/1.1" 200 282766
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/sansation_light.woff HTTP/1.1" 200 11120
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/bootstrap.css.map HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:36 +0300] "GET /Translator/images/NEW-YORK-CITY.jpg HTTP/1.1" 200 504807
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:58 +0300] "GET /Translator/firstStep.jsp HTTP/1.1" 200 2430
0:0:0:0:0:0:0:1 - - [04/Sep/2014:19:04:59 +0300] "GET /Translator/css.css HTTP/1.1" 200 6771
